Run,Assay Type,AvgSpotLen,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,passage,Platform,ReleaseDate,sample_acc,Sample Name,source_name,SRA Study
SRR2977965,RNA-Seq,51,PRJNA305280,SAMN04322032,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467552,FACS sorted by CD31+/CD34+,GSM1965281,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,472,318,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194803,GSM1965281,endothelial cells differentiated from H1,SRP067036
SRR2977966,RNA-Seq,51,PRJNA305280,SAMN04322033,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467553,FACS sorted by CD31+/CD34+,GSM1965282,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,621,398,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194801,GSM1965282,endothelial cells differentiated from H1,SRP067036
SRR2977967,RNA-Seq,51,PRJNA305280,SAMN04322034,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467554,FACS sorted by CD31+/CD34+,GSM1965283,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,488,332,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194800,GSM1965283,endothelial cells differentiated from H1,SRP067036
SRR2977968,RNA-Seq,51,PRJNA305280,SAMN04322035,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467555,FACS sorted by CD31+/CD34+,GSM1965284,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,673,405,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194799,GSM1965284,endothelial cells differentiated from H1,SRP067036
SRR2977969,RNA-Seq,51,PRJNA305280,SAMN04322036,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467556,FACS sorted by CD31+/CD34+,GSM1965285,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,648,388,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194797,GSM1965285,endothelial cells differentiated from H1,SRP067036
SRR2977970,RNA-Seq,51,PRJNA305280,SAMN04322037,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467557,FACS sorted by CD31+/CD34+,GSM1965286,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,678,408,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194798,GSM1965286,endothelial cells differentiated from H1,SRP067036
SRR2977971,RNA-Seq,51,PRJNA305280,SAMN04322038,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467558,FACS sorted by CD31+/CD34+,GSM1965287,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,579,346,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194796,GSM1965287,endothelial cells differentiated from H1,SRP067036
SRR2977972,RNA-Seq,51,PRJNA305280,SAMN04322039,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467559,FACS sorted by CD31+/CD34+,GSM1965288,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,718,428,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194794,GSM1965288,endothelial cells differentiated from H1,SRP067036
SRR2977973,RNA-Seq,51,PRJNA305280,SAMN04322040,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467560,FACS sorted by CD31+/CD34+,GSM1965289,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,601,374,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194795,GSM1965289,endothelial cells differentiated from H1,SRP067036
SRR2977974,RNA-Seq,51,PRJNA305280,SAMN04322041,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467561,FACS sorted by CD31+/CD34+,GSM1965290,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,640,390,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194793,GSM1965290,endothelial cells differentiated from H1,SRP067036
SRR2977975,RNA-Seq,51,PRJNA305280,SAMN04322042,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467562,FACS sorted by CD31+/CD34+,GSM1965291,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,535,356,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194790,GSM1965291,endothelial cells differentiated from H1,SRP067036
SRR2977976,RNA-Seq,51,PRJNA305280,SAMN04322043,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467563,FACS sorted by CD31+/CD34+,GSM1965292,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,959,581,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194791,GSM1965292,endothelial cells differentiated from H1,SRP067036
SRR2977977,RNA-Seq,51,PRJNA305280,SAMN04322044,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467564,FACS sorted by CD31+/CD34+,GSM1965293,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,513,350,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194792,GSM1965293,endothelial cells differentiated from H1,SRP067036
SRR2977978,RNA-Seq,51,PRJNA305280,SAMN04322045,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467565,FACS sorted by CD31+/CD34+,GSM1965294,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,542,359,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194789,GSM1965294,endothelial cells differentiated from H1,SRP067036
SRR2977979,RNA-Seq,51,PRJNA305280,SAMN04321956,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467566,FACS sorted by CD31+/CD34+,GSM1965295,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,565,355,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194788,GSM1965295,endothelial cells differentiated from H1,SRP067036
SRR2977980,RNA-Seq,51,PRJNA305280,SAMN04321957,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467567,FACS sorted by CD31+/CD34+,GSM1965296,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,601,361,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194787,GSM1965296,endothelial cells differentiated from H1,SRP067036
SRR2977981,RNA-Seq,51,PRJNA305280,SAMN04321958,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467568,FACS sorted by CD31+/CD34+,GSM1965297,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,486,293,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194786,GSM1965297,endothelial cells differentiated from H1,SRP067036
SRR2977982,RNA-Seq,51,PRJNA305280,SAMN04321959,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467569,FACS sorted by CD31+/CD34+,GSM1965298,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,586,352,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194784,GSM1965298,endothelial cells differentiated from H1,SRP067036
SRR2977983,RNA-Seq,51,PRJNA305280,SAMN04321960,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467570,FACS sorted by CD31+/CD34+,GSM1965299,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,839,510,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194785,GSM1965299,endothelial cells differentiated from H1,SRP067036
SRR2977984,RNA-Seq,51,PRJNA305280,SAMN04321961,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467571,FACS sorted by CD31+/CD34+,GSM1965300,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,624,383,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194783,GSM1965300,endothelial cells differentiated from H1,SRP067036
SRR2977985,RNA-Seq,51,PRJNA305280,SAMN04321962,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467572,FACS sorted by CD31+/CD34+,GSM1965301,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,1024,617,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194781,GSM1965301,endothelial cells differentiated from H1,SRP067036
SRR2977986,RNA-Seq,51,PRJNA305280,SAMN04321963,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467573,FACS sorted by CD31+/CD34+,GSM1965302,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,695,440,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193297,GSM1965302,endothelial cells differentiated from H1,SRP067036
SRR2977987,RNA-Seq,51,PRJNA305280,SAMN04321964,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467574,FACS sorted by CD31+/CD34+,GSM1965303,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,107,67,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194782,GSM1965303,endothelial cells differentiated from H1,SRP067036
SRR2977988,RNA-Seq,51,PRJNA305280,SAMN04321965,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467575,FACS sorted by CD31+/CD34+,GSM1965304,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,407,253,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194780,GSM1965304,endothelial cells differentiated from H1,SRP067036
SRR2977989,RNA-Seq,51,PRJNA305280,SAMN04321966,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467576,FACS sorted by CD31+/CD34+,GSM1965305,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,607,380,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194778,GSM1965305,endothelial cells differentiated from H1,SRP067036
SRR2977991,RNA-Seq,51,PRJNA305280,SAMN04321967,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467577,FACS sorted by CD31+/CD34+,GSM1965306,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,508,319,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194779,GSM1965306,endothelial cells differentiated from H1,SRP067036
SRR2977992,RNA-Seq,51,PRJNA305280,SAMN04321968,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467578,FACS sorted by CD31+/CD34+,GSM1965307,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,434,273,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194776,GSM1965307,endothelial cells differentiated from H1,SRP067036
SRR2977993,RNA-Seq,51,PRJNA305280,SAMN04321969,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467579,FACS sorted by CD31+/CD34+,GSM1965308,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,574,366,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194774,GSM1965308,endothelial cells differentiated from H1,SRP067036
SRR2977994,RNA-Seq,51,PRJNA305280,SAMN04321970,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467580,FACS sorted by CD31+/CD34+,GSM1965309,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,642,410,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194775,GSM1965309,endothelial cells differentiated from H1,SRP067036
SRR2977995,RNA-Seq,51,PRJNA305280,SAMN04321971,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467581,FACS sorted by CD31+/CD34+,GSM1965310,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,682,435,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194773,GSM1965310,endothelial cells differentiated from H1,SRP067036
SRR2977996,RNA-Seq,51,PRJNA305280,SAMN04321972,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467582,FACS sorted by CD31+/CD34+,GSM1965311,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,667,425,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194777,GSM1965311,endothelial cells differentiated from H1,SRP067036
SRR2977997,RNA-Seq,51,PRJNA305280,SAMN04321973,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467583,FACS sorted by CD31+/CD34+,GSM1965312,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,608,387,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194771,GSM1965312,endothelial cells differentiated from H1,SRP067036
SRR2977998,RNA-Seq,51,PRJNA305280,SAMN04321974,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467584,FACS sorted by CD31+/CD34+,GSM1965313,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,643,402,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194772,GSM1965313,endothelial cells differentiated from H1,SRP067036
SRR2977999,RNA-Seq,51,PRJNA305280,SAMN04321975,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467585,FACS sorted by CD31+/CD34+,GSM1965314,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,661,425,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194770,GSM1965314,endothelial cells differentiated from H1,SRP067036
SRR2978000,RNA-Seq,51,PRJNA305280,SAMN04321976,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467586,FACS sorted by CD31+/CD34+,GSM1965315,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,611,380,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194769,GSM1965315,endothelial cells differentiated from H1,SRP067036
SRR2978001,RNA-Seq,51,PRJNA305280,SAMN04321977,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467587,FACS sorted by CD31+/CD34+,GSM1965316,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,361,237,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194767,GSM1965316,endothelial cells differentiated from H1,SRP067036
SRR2978002,RNA-Seq,51,PRJNA305280,SAMN04321978,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467588,FACS sorted by CD31+/CD34+,GSM1965317,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,651,408,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194768,GSM1965317,endothelial cells differentiated from H1,SRP067036
SRR2978003,RNA-Seq,51,PRJNA305280,SAMN04321979,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467589,FACS sorted by CD31+/CD34+,GSM1965318,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,673,421,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194765,GSM1965318,endothelial cells differentiated from H1,SRP067036
SRR2978004,RNA-Seq,51,PRJNA305280,SAMN04321980,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467590,FACS sorted by CD31+/CD34+,GSM1965319,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,617,391,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194766,GSM1965319,endothelial cells differentiated from H1,SRP067036
SRR2978005,RNA-Seq,51,PRJNA305280,SAMN04321981,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467591,FACS sorted by CD31+/CD34+,GSM1965320,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,552,352,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194764,GSM1965320,endothelial cells differentiated from H1,SRP067036
SRR2978006,RNA-Seq,51,PRJNA305280,SAMN04321982,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467592,FACS sorted by CD31+/CD34+,GSM1965321,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,710,448,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194763,GSM1965321,endothelial cells differentiated from H1,SRP067036
SRR2978007,RNA-Seq,51,PRJNA305280,SAMN04321983,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467593,FACS sorted by CD31+/CD34+,GSM1965322,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,549,351,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194762,GSM1965322,endothelial cells differentiated from H1,SRP067036
SRR2978008,RNA-Seq,51,PRJNA305280,SAMN04321984,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467594,FACS sorted by CD31+/CD34+,GSM1965323,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,646,411,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194761,GSM1965323,endothelial cells differentiated from H1,SRP067036
SRR2978009,RNA-Seq,51,PRJNA305280,SAMN04321985,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467595,FACS sorted by CD31+/CD34+,GSM1965324,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,477,304,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1193298,GSM1965324,endothelial cells differentiated from H1,SRP067036
SRR2978010,RNA-Seq,51,PRJNA305280,SAMN04321896,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467596,FACS sorted by CD31+/CD34+,GSM1965325,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,772,482,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194760,GSM1965325,endothelial cells differentiated from H1,SRP067036
SRR2978011,RNA-Seq,51,PRJNA305280,SAMN04321897,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467597,FACS sorted by CD31+/CD34+,GSM1965326,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,587,381,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194759,GSM1965326,endothelial cells differentiated from H1,SRP067036
SRR2978012,RNA-Seq,51,PRJNA305280,SAMN04321898,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467599,FACS sorted by CD31+/CD34+,GSM1965327,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,781,486,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194757,GSM1965327,endothelial cells differentiated from H1,SRP067036
SRR2978013,RNA-Seq,51,PRJNA305280,SAMN04321899,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467600,FACS sorted by CD31+/CD34+,GSM1965328,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,580,362,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194756,GSM1965328,endothelial cells differentiated from H1,SRP067036
SRR2978014,RNA-Seq,51,PRJNA305280,SAMN04321900,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467601,FACS sorted by CD31+/CD34+,GSM1965329,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,807,505,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194755,GSM1965329,endothelial cells differentiated from H1,SRP067036
SRR2978015,RNA-Seq,51,PRJNA305280,SAMN04321901,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467602,FACS sorted by CD31+/CD34+,GSM1965330,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,467,295,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194754,GSM1965330,endothelial cells differentiated from H1,SRP067036
SRR2978016,RNA-Seq,51,PRJNA305280,SAMN04321902,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467603,FACS sorted by CD31+/CD34+,GSM1965331,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,672,427,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194753,GSM1965331,endothelial cells differentiated from H1,SRP067036
SRR2978017,RNA-Seq,51,PRJNA305280,SAMN04321903,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467604,FACS sorted by CD31+/CD34+,GSM1965332,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,576,369,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194752,GSM1965332,endothelial cells differentiated from H1,SRP067036
SRR2978018,RNA-Seq,51,PRJNA305280,SAMN04321904,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467605,FACS sorted by CD31+/CD34+,GSM1965333,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,610,385,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194751,GSM1965333,endothelial cells differentiated from H1,SRP067036
SRR2978019,RNA-Seq,51,PRJNA305280,SAMN04321905,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467606,FACS sorted by CD31+/CD34+,GSM1965334,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,570,366,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194750,GSM1965334,endothelial cells differentiated from H1,SRP067036
SRR2978020,RNA-Seq,51,PRJNA305280,SAMN04321906,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467607,FACS sorted by CD31+/CD34+,GSM1965335,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,664,423,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194748,GSM1965335,endothelial cells differentiated from H1,SRP067036
SRR2978021,RNA-Seq,51,PRJNA305280,SAMN04321907,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467608,FACS sorted by CD31+/CD34+,GSM1965336,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,715,453,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194749,GSM1965336,endothelial cells differentiated from H1,SRP067036
SRR2978022,RNA-Seq,51,PRJNA305280,SAMN04321908,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467609,FACS sorted by CD31+/CD34+,GSM1965337,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,320,201,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194747,GSM1965337,endothelial cells differentiated from H1,SRP067036
SRR2978023,RNA-Seq,51,PRJNA305280,SAMN04321909,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467610,FACS sorted by CD31+/CD34+,GSM1965338,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,304,206,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194746,GSM1965338,endothelial cells differentiated from H1,SRP067036
SRR2978024,RNA-Seq,51,PRJNA305280,SAMN04321910,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467611,FACS sorted by CD31+/CD34+,GSM1965339,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,224,130,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194745,GSM1965339,endothelial cells differentiated from H1,SRP067036
SRR2978025,RNA-Seq,51,PRJNA305280,SAMN04321911,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467612,FACS sorted by CD31+/CD34+,GSM1965340,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,221,152,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194743,GSM1965340,endothelial cells differentiated from H1,SRP067036
SRR2978026,RNA-Seq,51,PRJNA305280,SAMN04321912,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467613,FACS sorted by CD31+/CD34+,GSM1965341,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,278,167,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194742,GSM1965341,endothelial cells differentiated from H1,SRP067036
SRR2978027,RNA-Seq,51,PRJNA305280,SAMN04321913,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1467614,FACS sorted by CD31+/CD34+,GSM1965342,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,273,186,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,SRS1194744,GSM1965342,endothelial cells differentiated from H1,SRP067036
